Date,Open,High,Low,Close,Volume,,
01/08/2005,16.052,16.472,16.042,16.325,431480,,
02/08/2005,16.344,16.422,16.259,16.354,245245,,
03/08/2005,16.372,16.412,16.12,16.412,414202,,
04/08/2005,16.364,16.364,16.012,16.042,255492,,
05/08/2005,16.042,16.061,15.568,15.725,275214,,
08/08/2005,15.725,15.803,15.529,15.695,173691,,
09/08/2005,15.764,15.843,15.666,15.725,181488,,
10/08/2005,15.784,15.863,15.568,15.607,271696,,
11/08/2005,15.646,16.306,15.626,16.268,524589,,
12/08/2005,16.219,16.412,15.972,16.372,516024,,
15/08/2005,16.277,16.392,16.061,16.315,413583,,
16/08/2005,16.287,16.287,15.823,15.913,337290,,
17/08/2005,15.863,16.209,15.764,16.12,247237,,
18/08/2005,16.12,16.12,15.863,15.952,335913,,
19/08/2005,15.942,15.942,15.685,15.735,259463,,
22/08/2005,15.784,15.803,15.44,15.499,251976,,
23/08/2005,15.509,15.509,15.177,15.177,312369,,
24/08/2005,15.138,15.529,15.099,15.197,294634,,
25/08/2005,15.197,15.247,14.952,15.207,139290,,
26/08/2005,15.237,15.305,14.843,14.922,227664,,
29/08/2005,14.922,14.952,14.452,14.657,377350,,
30/08/2005,14.548,14.548,14.108,14.157,724273,,
31/08/2005,14.117,14.548,13.91,14.489,320474,,
01/09/2005,14.489,14.489,13.852,14.038,436827,,
02/09/2005,13.998,14.028,13.705,13.784,580704,,
06/09/2005,13.861,14.216,13.861,14.177,497527,,
07/09/2005,14.147,14.157,13.92,14.058,282862,,
08/09/2005,14.058,14.058,13.774,13.822,203354,,
09/09/2005,13.9,13.998,13.832,13.91,403341,,
12/09/2005,13.92,14.296,13.861,14.206,639109,,
13/09/2005,14.196,14.196,13.881,13.91,376893,,
14/09/2005,13.978,14.137,13.842,13.891,389888,,
15/09/2005,13.754,13.92,13.744,13.871,696143,,
16/09/2005,13.871,14.018,13.842,14.018,766166,,
19/09/2005,13.881,13.959,13.352,13.45,333927,,
20/09/2005,13.519,13.685,13.187,13.246,369859,,
21/09/2005,13.177,13.206,12.93,13.118,328271,,
22/09/2005,13.118,13.411,12.831,13.314,501504,,
23/09/2005,13.332,13.705,13.276,13.587,264663,,
26/09/2005,13.675,14.068,13.675,13.881,531319,,
27/09/2005,13.9,13.998,13.627,13.803,241731,,
28/09/2005,13.91,13.91,13.549,13.647,295549,,
29/09/2005,13.705,13.832,13.44,13.832,259926,,
30/09/2005,13.861,13.968,13.587,13.832,241272,,
03/10/2005,13.822,14.038,13.607,13.685,212681,,
04/10/2005,13.764,13.852,13.499,13.509,282247,,
05/10/2005,13.489,13.529,13.148,13.177,340807,,
